,N Control(raw),Mean Control(raw),N Case(raw),Mean Case(raw),cohen's d(raw),Fold change(raw),p-value(raw),fdr(raw),N Control(PSM),Mean Control(PSM),N Case(PSM),Mean Case(PSM),cohen's d(PSM),Fold change(PSM),p-value(PSM),fdr(PSM)
TRPSYN-PWY: L-tryptophan biosynthesis,5,8.622727999999999e-05,403,0.0001966056169230769,0.9818819873026309,2.280086034525001,0.003939904701874025,0.032251200066851,164,0.00011512137926829273,164,0.0001697473384146342,1.2902939533560018,1.4745075110595622,4.68145085679105e-27,1.2212480495976651e-26
PWY-7391: isoprene biosynthesis II (engineered),5,0.0,403,1.5007119933002488e-05,0.3398009510095425,inf,0.023032160378004898,0.06866731044374132,164,0.0,164,2.8115270853658543e-06,0.7719232968943001,inf,1.0764273237464678e-26,2.792892515666511e-26
THREOCAT-PWY: superpathway of L-threonine metabolism,5,2.9655900000000002e-05,403,4.941402637717121e-05,0.3412831755615945,1.6662460548211724,0.3578898343570176,0.4924821422293725,164,1.6392062804878053e-05,164,7.235203323170736e-05,1.127184365227376,4.41384553566842,1.6975301297556588e-26,4.380722915498474e-26
PWY0-1261: anhydromuropeptides recycling,5,0.0001947416,403,0.0003132625045657568,0.7841769682888392,1.6086059915588493,0.01990749242898917,0.06413151923432753,164,0.0002633865548780484,164,0.00031335237195121953,0.810480162703341,1.1897052683509453,2.5313655596641685e-26,6.49762282694546e-26
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),5,0.00017514119999999998,403,0.0003146864623821341,1.2232605771151681,1.796758628935591,0.006476169542643018,0.034405198941103735,164,0.0002551566341463419,164,0.00030737626829268304,0.9460181302210966,1.204657168021707,2.6144741941992554e-26,6.675253261785333e-26
TRNA-CHARGING-PWY: tRNA charging,5,0.00016638900000000002,403,0.00036806441836228273,1.542954968031999,2.212071821828863,0.0007276033860617636,0.02182810158185291,164,0.0002525356890243902,164,0.00031016932317073166,1.031185307945299,1.2282197592308435,3.128844063217533e-26,7.946270636742941e-26
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,5,0.00012243412000000002,403,0.00020159679900744429,0.6689525686081679,1.6465736757649276,0.10003350886441516,0.18388605390429003,164,0.0002388274756097558,164,0.0001653713432926829,1.1317233268993396,0.6924301438537153,2.3586768559705372e-25,5.958762583504516e-25
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,5,3.519132e-06,403,1.6251911014888335e-05,0.4450204882060391,4.6181589707030986,0.256481350324376,0.38801584921269416,164,1.5005291463414626e-06,164,1.1231343749999995e-05,1.0104895536445695,7.484922087240933,2.4201723365215313e-25,6.082108489687619e-25
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,5,0.0001429094,403,0.000254337487369727,1.0361307131065276,1.7797113931604707,0.019228467185385362,0.06354006243852214,164,0.00017552962804878017,164,0.00021377672560975606,0.9118137699235366,1.2178953945618054,2.449460940643682e-25,6.123652351609204e-25
PWY-7400: L-arginine biosynthesis IV (archaebacteria),5,0.0001721098,403,0.0003103308834243176,1.2070919564213587,1.803098274614912,0.006742095854535097,0.034427723512519645,164,0.0002526605304878052,164,0.0003036794939024393,0.9312588265565738,1.2019269227216973,7.374200240706187e-25,1.833997987325891e-24
CALVIN-PWY: Calvin-Benson-Bassham cycle,5,0.00022763180000000003,403,0.0004089530563275436,1.4070900462502403,1.796555034610909,0.01185074124300893,0.048926297158723646,164,0.0002941582439024391,164,0.000398664981707317,1.1525118184147598,1.3552738703442178,1.5155527032847695e-24,3.7498211215293265e-24
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),5,4.1392339999999996e-05,403,0.00012311486364764273,0.5530533112651281,2.974339301610944,0.11430355102509705,0.2024564741403933,164,0.00011002629512195123,164,3.464365054878049e-05,1.5795933427269484,0.31486700983962124,2.2774975566390367e-24,5.6061478317268594e-24
PWY0-1479: tRNA processing,5,0.00014229342,403,0.00021234128942928038,0.6100346113318654,1.4922776431213782,0.10521284586790046,0.18985776697967,164,0.0001929886585365854,164,0.00024451331219512194,0.9727571938124859,1.266982806395169,4.47988486186362e-24,1.0971146600482335e-23
PPGPPMET-PWY: ppGpp biosynthesis,5,5.304312e-05,403,0.00014155920956079393,0.862694209342055,2.668757221686694,0.028615443045153108,0.07939544891140747,164,7.783710365853651e-05,164,0.0001485707146341464,1.4840234248420905,1.9087389901596425,5.09354939905554e-24,1.2410678738815529e-23
PWY-6168: flavin biosynthesis III (fungi),5,0.0001268316,403,0.00022511812208436726,0.7210688304269395,1.7749371772047915,0.058908342805691974,0.12852729339423705,164,0.00021990670731707315,164,0.00015289887256097567,1.3223413886926418,0.6952897182009005,5.79273539070685e-24,1.404299488656206e-23
PWY0-41: allantoin degradation IV (anaerobic),5,2.615904e-06,403,1.1036179992555834e-05,0.4360114008020844,4.218878059957794,0.6496784319916312,0.7874890084747046,164,5.370446341463414e-07,164,1.4688044390243913e-05,1.1376765060109562,27.349764724102076,1.1005445134911057e-23,2.654579731033823e-23
PENTOSE-P-PWY: pentose phosphate pathway,5,0.00013241498,403,0.00029654951367245663,1.3302301685832052,2.239546565444911,0.004947519981722405,0.03388965890891028,164,0.00022579560975609722,164,0.0003095541621951219,1.1806025193730314,1.370948542930042,1.6890546350371072e-23,4.053731124089057e-23
URDEGR-PWY: superpathway of allantoin degradation in plants,5,1.095934e-06,403,5.837563235732013e-06,0.38450288221072715,5.326564588498954,0.7176541246151809,0.8361018927555506,164,1.1465853658536587e-07,164,7.107157689024388e-06,0.7632172953548235,61.98542124016164,5.0930414831545605e-23,1.21022767916544e-22
PWY-5692: allantoin degradation to glyoxylate II,5,1.095934e-06,403,5.837563235732013e-06,0.38450288221072715,5.326564588498954,0.7176541246151809,0.8361018927555506,164,1.1465853658536587e-07,164,7.107157689024388e-06,0.7632172953548235,61.98542124016164,5.0930414831545605e-23,1.21022767916544e-22
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis,5,0.0001896184,403,0.00029952123573201,0.8763304565684386,1.5796000584964858,0.06989994084938973,0.1427743472668386,164,0.00029573956097560944,164,0.0002475240792682929,0.9293802903544253,0.83696641210848,5.424812641745696e-23,1.2827143192305094e-22
PWY0-1533: methylphosphonate degradation I,5,2.966848e-06,403,1.4455804540942932e-05,0.3928944139961031,4.872445282314069,0.38477777234902544,0.5217325726766446,164,8.545024390243904e-07,164,1.4333424292682926e-05,1.0566650460441835,16.774000445274098,7.053816495290327e-23,1.6597215283036064e-22
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",5,0.00011835059999999999,403,0.00019032417047146392,0.7103015401089963,1.6081386192504636,0.04653617502572914,0.1068773397720095,164,0.00016223632926829238,164,0.0002027756288414635,0.9230400683743323,1.2498780621825507,8.793379095606204e-23,2.0589375443370625e-22
PWY-5178: toluene degradation IV (aerobic) (via catechol),5,0.0,403,6.775743066997516e-06,0.45885861524466226,inf,0.0967044715241604,0.17991529585890306,164,0.0,164,7.692922524390246e-06,0.7781926198195749,inf,9.582699143768245e-23,2.2328619364120186e-22
PWY-5028: L-histidine degradation II,5,2.308473e-05,403,2.7690098387096763e-05,0.06642479251459824,1.1994984731074074,0.537956033017926,0.6759656959387553,164,5.923571676829259e-05,164,4.228818873170732e-05,0.2457763815150037,0.7138968014369185,1.0505320914943637e-22,2.4360164440449013e-22
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),5,0.00011564698000000001,403,0.00022692535756823828,0.8002393086812142,1.9622246734695385,0.041772211139613304,0.09926069973769498,164,0.00020255184756097573,164,0.00015108674268292678,1.191408282350987,0.7459163888270335,1.6592067511805453e-22,3.828938656570489e-22
PWY-3841: folate transformations II,5,0.0001673184,403,0.0003106115833746897,0.9350476207385549,1.8564101938262005,0.030787639466201062,0.0821003719098695,164,0.00026911831097560984,164,0.00021936587195121952,0.9583497846832579,0.8151280050620584,2.255399852973842e-22,5.1798656910404025e-22
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I,5,0.0001247,403,0.00019390898141439207,0.8270389156433645,1.5550038605805299,0.024208530476956848,0.07042481593296537,164,0.00017493615853658517,164,0.00019908248292682928,0.63974499201369,1.1380293507770967,2.5220655357291495e-22,5.7647212245237705e-22
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast),5,0.00012859284000000002,403,0.000247085235483871,0.9230989955733538,1.921454067612714,0.03550473034457898,0.08959151166304488,164,0.00014122842682926835,164,0.00019506969512195124,1.1394557673763113,1.38123534688786,2.922239131501491e-22,6.64774778730197e-22
"PWY-7237: myo-, chiro- and scillo-inositol degradation",5,0.0,403,0.0001845267080397022,0.8972586772465014,inf,0.020667835082553068,0.06569907840811572,164,0.0,164,0.00016771838597560973,1.1745382832366762,inf,4.7025347483834185e-22,1.0647248486905853e-21
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),5,0.00011723064,403,0.00017700856129032272,0.6132039490798488,1.509917213540101,0.1356856072242317,0.23512307389036544,164,0.0002293099390243908,164,0.000156916287804878,1.0948795308444892,0.6842978044147813,4.953060287832003e-22,1.1161826000748177e-21
PWY-6823: molybdenum cofactor biosynthesis,5,2.9934740000000003e-05,403,2.614379965260546e-05,0.09283635613473355,0.8733598371860073,0.9403538688827412,0.9462680441587332,164,3.912914634146341e-06,164,3.758603567073171e-05,1.111423002005691,9.605636510118154,1.0176107099140768e-21,2.2824913119568076e-21
RUMP-PWY: formaldehyde oxidation I,5,1.2343819999999998e-05,403,2.953202360049628e-05,0.2616410911718194,2.3924541673887245,0.7731909504322294,0.8753105099232786,164,3.0731582926829346e-05,164,1.1485834493902437e-05,0.9138316624245834,0.3737469209200757,1.5317560371174389e-21,3.4197344084482355e-21
PWY-7199: pyrimidine deoxyribonucleosides salvage,5,0.00011658754,403,0.00025069309652605453,1.0066647137175702,2.15025633550596,0.0205441321006842,0.06569907840811572,164,0.0002310291585365856,164,0.0001795288170731708,1.094618704135043,0.7770829371078748,1.861244964474573e-21,4.136099921054606e-21
P562-PWY: myo-inositol degradation I,5,0.0,403,4.38046619305211e-05,0.4834558346957681,inf,0.022542331587563667,0.06805232177377711,164,0.0,164,1.32244178597561e-05,0.7694241301318029,inf,2.2649585443269487e-21,5.010046549663297e-21
PWY3O-355: stearate biosynthesis III (fungi),5,3.5921399999999997e-06,403,2.4531309801488824e-05,0.5054270651687017,6.829163061987791,0.19718069378981473,0.31654425758900023,164,1.3141975609756093e-06,164,3.151283044512195e-05,0.9971733500090628,23.978761931142262,2.7593729574827935e-21,6.075683576108903e-21
URSIN-PWY: ureide biosynthesis,5,0.0,403,1.8132054029776674e-05,0.506818999132527,inf,0.06566884782371957,0.13764649325495804,164,0.0,164,1.7439749109756096e-05,0.8219677819135539,inf,4.936442833348231e-21,1.081960073062626e-20
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),5,0.000164878,403,0.0003556483384615381,1.2876974331952749,2.157039377367133,0.0016757280276822378,0.026388263853266865,164,0.0002366641463414638,164,0.00027435673780487797,0.7690134181570926,1.1592661670392208,1.678180718593789e-20,3.661485204204631e-20
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis,5,0.0001880228,403,0.00035979155483870963,1.4673637633794414,1.9135527969943518,0.0019828669154171954,0.026388263853266865,164,0.0002707609268292688,164,0.00032617504878048773,0.8990268791571494,1.204660704187059,1.8992296448691014e-20,4.125023663064112e-20
HISTSYN-PWY: L-histidine biosynthesis,5,0.00012175002,403,0.0002269500069727046,0.8112284576289165,1.8640654594775803,0.0391607576559144,0.09445810891878849,164,0.0002112967134146339,164,0.00016307222317073173,1.006408535954074,0.7717688578086409,1.94240653931531e-20,4.1997979228439136e-20
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",5,0.0,403,3.111751774913152e-05,0.373540992449837,inf,0.011925784932438888,0.048926297158723646,164,0.0,164,3.7934663896341466e-06,0.267769192708245,inf,4.9727139839324226e-20,1.0703599606670685e-19
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,5,3.9842200000000005e-06,403,1.9247508719602987e-05,0.46595765033954234,4.830935219341047,0.3145616633749816,0.44514268855973776,164,1.4576414634146347e-06,164,2.7172681121951216e-05,0.9728208073815884,18.641539640548622,1.1424166112544567e-19,2.4480355955452645e-19
PWY-5747: 2-methylcitrate cycle II,5,2.4374139999999997e-05,403,5.4899359635235726e-05,0.469578777721264,2.252360888845134,0.5596494479393284,0.6941388501573065,164,1.763696097560975e-05,164,7.126634591463417e-05,1.4182479932001488,4.040738425014875,7.7577816206847045e-19,1.654993412412737e-18
PWY-5659: GDP-mannose biosynthesis,5,6.34048e-05,403,0.00018793951081885854,1.0283754225393322,2.964121183551695,0.00521662119637192,0.03388965890891028,164,8.193347499999974e-05,164,0.00015519795695121948,1.0542791735631791,1.8941947348287127,2.6129843812962656e-18,5.5497013408062275e-18
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",5,0.0,403,5.726456823573199e-05,0.5450563005858517,inf,0.013748909746235655,0.05196438329285917,164,0.0,164,1.2718381640243902e-05,0.47643940692213776,inf,9.326670316325646e-18,1.9721593620424274e-17
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate,5,2.041447e-05,403,7.50226557543424e-05,0.7097485284771251,3.6749744546070704,0.18272210626324736,0.3024365896770991,164,1.8263064024390215e-05,164,0.00010636610882926831,1.6503974441586817,5.824110822106137,1.085872764944474e-17,2.2760651841630896e-17
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,5,2.041447e-05,403,7.50226557543424e-05,0.7097485284771251,3.6749744546070704,0.18272210626324736,0.3024365896770991,164,1.8263064024390215e-05,164,0.00010636610882926831,1.6503974441586817,5.824110822106137,1.085872764944474e-17,2.2760651841630896e-17
PWY-4984: urea cycle,5,2.795162e-05,403,4.434041775186103e-05,0.22031808272999037,1.5863272952287213,0.9651658630291663,0.9671808230772438,164,5.5943802439024336e-05,164,2.2718344658536582e-05,0.9056604765750877,0.40609225093875817,1.2642051049930873e-17,2.6383410886812256e-17
COA-PWY: coenzyme A biosynthesis I,5,0.00013984116,403,0.0002882642972704713,0.984533536048394,2.0613694656885806,0.016132159512617674,0.05822132756433446,164,0.00022626815243902447,164,0.0001945807804878049,0.7747729419388963,0.8599565532769408,1.5531351389020658e-17,3.2272937951211754e-17
PWY-6609: adenine and adenosine salvage III,5,0.0002015214,403,0.0004641172858560791,0.47604065105016363,2.303066998621879,0.032918804672899434,0.08634440569940835,164,0.0003336003597560967,164,0.0002722304999999999,0.6778268772208104,0.8160377890450544,1.9499789859316254e-17,4.034439281237846e-17
PWY0-1338: polymyxin resistance,5,2.2194439999999998e-05,403,7.242149549379651e-05,0.7763228570604022,3.2630467582780422,0.06858418185384228,0.1415163210982349,164,3.3262738414634174e-05,164,9.287364164634146e-05,1.3312015607617278,2.7921225393000433,3.187244970457677e-17,6.565998222402082e-17
PWY-6215: 4-chlorobenzoate degradation,5,0.0,403,2.0182153250620354e-06,0.3908012247377882,inf,0.1932203375905488,0.3133302771738629,164,0.0,164,1.3407821036585367e-06,0.6415538961246872,inf,4.0020323635990344e-17,8.209297156100584e-17
GALACTUROCAT-PWY: D-galacturonate degradation I,5,4.400684e-05,403,0.00011998351260545901,0.8509505723699641,2.7264741709574922,0.03910432709481753,0.09445810891878849,164,6.913139512195134e-05,164,0.000130630735,1.1340665129781775,1.8896007345079708,6.852782112403542e-17,1.3997171974271064e-16
PWY-6113: superpathway of mycolate biosynthesis,5,4.347168e-05,403,0.00015254528913151354,0.6978595145167831,3.509072783281289,0.16074940952685313,0.27168914286228696,164,9.710707317073171e-06,164,0.00013020721524390242,1.0864306432267934,13.40862318185357,1.1761101051018306e-16,2.3920883493596556e-16
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,5,0.00014364554,403,0.0003368455521091811,1.149650746322444,2.3449774501121374,0.004607153230968375,0.03388965890891028,164,0.00017104762804878075,164,0.00022946704695121938,0.9833491500812857,1.3415389010000074,1.6366097939249072e-16,3.3146527471896855e-16
PWY-6630: superpathway of L-tyrosine biosynthesis,5,8.341835999999999e-05,403,0.00012797288873449112,0.47185827531810975,1.5341093823289158,0.2764358224985505,0.41207824471833615,164,9.603339512195124e-05,164,0.0001606902123780488,1.1614602039264783,1.6732743039438618,2.0705723022194568e-16,4.1759441389299967e-16
PWY-1541: superpathway of taurine degradation,5,6.85659e-06,403,2.1101565972704707e-05,0.4046528020592563,3.0775598326142743,0.7248785967727878,0.8424739139247897,164,4.154665243902439e-06,164,3.866013553658537e-05,1.1162317579030294,9.305234782350903,2.4607756467723336e-16,4.942143558371213e-16
PWY-5100: pyruvate fermentation to acetate and lactate II,5,0.00017830708,403,0.0002818254673945412,0.6564602388139382,1.5805624061284678,0.2684656982451066,0.4014440347590379,164,0.00028864103048780566,164,0.0002555555853658538,0.37911469755295213,0.8853751143209363,2.8636903642624196e-16,5.727380728524839e-16
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,5,3.853994e-05,403,8.909448377171221e-05,0.5651462025700428,2.3117442261641354,0.25158782621018627,0.38337192565361716,164,3.655962317073175e-05,164,0.0001279960789634146,1.3887591210230301,3.5010229280996366,4.0766505367520857e-16,8.119469948717847e-16
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",5,8.381506e-05,403,0.00020538604744416896,0.9160516129777369,2.450467105126083,0.01545785404981396,0.05621037836295985,164,0.0001237101079268294,164,0.0001886800640243903,1.0502995127308823,1.5251790430575694,4.631841941569631e-16,9.187124512204227e-16
PWY-6270: isoprene biosynthesis I,5,0.0,403,3.683746801488832e-05,0.5285837479262545,inf,0.0622882567568107,0.13407337777250733,164,0.0,164,1.4545031914634147e-05,0.6030713271407465,inf,7.006921023168624e-16,1.3727845269881387e-15
PWY-7560: methylerythritol phosphate pathway II,5,0.0,403,4.8137344339950376e-05,0.6067136329767105,inf,0.0622882567568107,0.13407337777250733,164,0.0,164,2.5129105042682932e-05,0.6585589598496263,inf,7.006921023168624e-16,1.3727845269881387e-15
NONMEVIPP-PWY: methylerythritol phosphate pathway I,5,0.0,403,5.514592168238212e-05,0.5932903518321988,inf,0.0622882567568107,0.13407337777250733,164,0.0,164,2.279857875609757e-05,0.671854417297006,inf,7.006921023168624e-16,1.3727845269881387e-15
PWY-4702: phytate degradation I,5,5.7763939999999994e-05,403,6.58433963895782e-05,0.08730214349884308,1.1398702441277067,0.9263156685131579,0.9368018205974611,164,1.3003653048780492e-05,164,8.747796365853658e-05,1.0365790139699707,6.727183763699419,1.0657705623187543e-15,2.0795523167195208e-15
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),5,0.00020246600000000002,403,0.0003538666265508685,1.324940380277754,1.747782968749659,0.004210879314061549,0.032600355979831346,164,0.0002851996280487811,164,0.00032989212195121955,0.7571703993162672,1.1567060034692407,1.3820510643976379e-15,2.6857672506512804e-15
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),5,0.0,403,3.544757170471464e-05,0.5197876388800929,inf,0.06452618282992607,0.13644302977253092,164,0.0,164,1.1106369707317074e-05,0.6224055600591667,inf,1.4186078616521587e-15,2.7456926354557906e-15
LACTOSECAT-PWY: lactose and galactose degradation I,5,4.3511940000000004e-07,403,0.00013191402312655087,0.6649118614489661,303.1674136491061,0.01247072130041237,0.04940156470484931,164,2.3813246341463424e-07,164,1.8051714329268294e-05,0.439299642182059,75.80534829405767,1.7472812912831673e-15,3.3682530916302017e-15
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,5,8.073484e-05,403,0.00011124356094292803,0.3887847218155246,1.3778879222765295,0.3961385749732508,0.5258750965235434,164,9.454015243902444e-05,164,0.00015154270121951226,1.0758950000797458,1.602945386800098,2.0464757278706826e-15,3.9292333975117106e-15
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),5,0.000179824,403,0.0003683366548387097,1.3171838865922054,2.0483175484846834,0.0019957125733496674,0.026388263853266865,164,0.0002601218597560977,164,0.00030086043902439026,0.7499919215373448,1.1566134399719077,2.643001928564551e-15,5.054346317573643e-15
ECASYN-PWY: enterobacterial common antigen biosynthesis,5,4.762058e-05,403,8.089233969975182e-05,0.47804921011922874,1.6986844700285426,0.20733466194515882,0.32629717289729915,164,6.583716951219521e-05,164,0.00010499352009146342,0.8695073469423034,1.5947453523501667,3.0621742875420923e-15,5.832712928651604e-15
PWY0-42: 2-methylcitrate cycle I,5,2.5717039999999994e-05,403,5.333359869230769e-05,0.41634933184874134,2.073862259898795,0.7679533546092313,0.8735014460010214,164,1.432580853658534e-05,164,6.943654702439021e-05,1.3439124588520437,4.846954840075011,3.4356188485895216e-15,6.518170147521622e-15
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,5,0.000149005,403,0.00034261877940446647,1.1232710009278966,2.299377735005312,0.0066660072948388485,0.034405198941103735,164,0.0001678384999999997,164,0.0002316357548780489,0.9856527290822464,1.380110969044941,3.4923338582917523e-15,6.599686031417484e-15
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,5,0.00012349738,403,0.0003044270426799008,1.1495961793957565,2.465048591961229,0.002238832221050255,0.027554858105233906,164,0.00017298001219512226,164,0.00020352363231707324,0.7107188883609624,1.176573118098163,3.559940705932887e-15,6.701064858226611e-15
PWY-4242: pantothenate and coenzyme A biosynthesis III,5,0.00012978824,403,0.0002798084620347395,1.0175226595240559,2.155884554985409,0.013480614575996617,0.051765559971827003,164,0.00021519308536585363,164,0.0001850057408536585,0.6921964318588222,0.8597197281647174,4.65331498096047e-15,8.724965589300882e-15
PWY-1861: formaldehyde assimilation II (RuMP Cycle),5,9.212307999999999e-05,403,0.00015012522349875922,0.4575689174201331,1.6296157651129253,0.3400469926310178,0.47448417576421087,164,9.069190365853638e-05,164,0.00017187729189024393,1.0796093621202048,1.895177904053908,4.784972417153909e-15,8.936913463945044e-15
PWY-7219: adenosine ribonucleotides de novo biosynthesis,5,0.00021922599999999996,403,0.0004020679399503725,1.1737255165126808,1.8340340103380648,0.0040615270484904015,0.03234688435244474,164,0.0002782013353658527,164,0.0003280381890243902,0.757360872954633,1.1791395199199848,9.755562819381454e-15,1.8149884315128288e-14
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,5,0.00013936968000000002,403,0.0003008705039702234,1.1443929092686558,2.1587945381680105,0.0048314354128354536,0.03388965890891028,164,0.00019205701219512233,164,0.00022665569512195138,0.6995146941996376,1.180147980703137,1.5034692642608344e-14,2.7863523044216238e-14
PWY-7234: inosine-5'-phosphate biosynthesis III,5,9.337932e-05,403,0.00019884218925558304,0.9315885397676198,2.1294028405388157,0.01932744073716244,0.06354006243852214,164,0.0001695476469512201,164,0.00014147627378048778,0.6643057635462477,0.8344337201045992,1.5319058909051258e-14,2.8281339524402323e-14
PWY-622: starch biosynthesis,5,0.0,403,2.5871652729528526e-05,0.4196403327848578,inf,0.22205099238182324,0.3416169113566511,164,0.0,164,2.489056432926829e-05,0.6760889754291544,inf,2.289298211695582e-14,4.2102036077160137e-14
ENTBACSYN-PWY: enterobactin biosynthesis,5,0.0001130968,403,0.00013758876426799005,0.23215764383114884,1.2165575353855285,0.3882394968181696,0.5239177271033382,164,0.00013412890243902402,164,0.00016986554268292684,0.5021643681412093,1.2664350456468467,2.3486008005406476e-14,4.3027800925935534e-14
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),5,0.00018674259999999998,403,0.00030939422459057064,1.0804470820917171,1.6567950997285605,0.012240357480470502,0.04896142992188201,164,0.00027296749390243896,164,0.0003085991585365853,0.6396515341508285,1.1305344608060965,2.4200868159354212e-14,4.416888485357422e-14
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,5,0.0001295183,403,0.00023563175409429312,1.0569900181932015,1.819293135366146,0.015387608765199283,0.05621037836295985,164,0.0001735136402439024,164,0.00021808990609756095,0.8342632341577452,1.256903525227176,3.256380393043277e-14,5.920691623715049e-14
PWY-7046: 4-coumarate degradation (anaerobic),5,3.8021400000000002e-06,403,1.8387769009925565e-05,0.40321320244624553,4.836163058152925,0.3489321300985775,0.48346985235891055,164,2.6661347560975605e-06,164,1.810730676829267e-05,0.6724000540805075,6.791594733492188,5.024660983492619e-14,9.101272724816818e-14
"PWY-7385: 1,3-propanediol biosynthesis (engineered)",5,1.51164e-05,403,2.821525635980149e-05,0.2732279860356646,1.8665327961552678,0.6657735882692662,0.7989283059231195,164,7.075112195121948e-06,164,3.620065605487806e-05,0.7567540781237286,5.116619363271327,5.4869089107347274e-14,9.901189011852139e-14
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",5,0.0,403,4.198781434243177e-05,0.6143774729547817,inf,0.04395690222900676,0.10303071306791049,164,0.0,164,1.7317397317073173e-05,0.5951685215791217,inf,8.980788330817704e-14,1.614523744866104e-13
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",5,0.00016224480000000003,403,0.0003072387863523572,1.272287298764053,1.8936741661511316,0.0035310208234688657,0.03026589277259028,164,0.00024243621951219467,164,0.00027574080731707323,0.6191398869120114,1.13737463763414,1.042577876973704e-13,1.86730366025141e-13
PWY-5534: propylene degradation,5,0.0,403,2.2742293473945403e-06,0.27840994005376246,inf,0.310712520695255,0.4425578929784048,164,0.0,164,3.944947603658537e-06,0.4955482144600701,inf,1.7684484694143108e-13,3.1555957818545323e-13
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,5,3.8181460000000004e-05,403,7.657055302481388e-05,0.488841825417148,2.005438058806915,0.39659746862817224,0.5258750965235434,164,2.5384737804878024e-05,164,9.353985328658535e-05,1.1920503805504248,3.6848855405002605,4.480457310109995e-13,7.965257440195547e-13
PWY-7242: D-fructuronate degradation,5,2.9008179999999996e-05,403,9.993590217617868e-05,0.7786905020965955,3.445093838226965,0.06764376504125229,0.14116959660783085,164,4.192968048780478e-05,164,0.00010029929803048784,1.110201021851213,2.3920835280311716,7.364293798291921e-13,1.3043767613210783e-12
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation,5,1.352402e-07,403,3.7751155062034723e-06,0.1981376027552909,27.914152050969108,0.6813865007753568,0.8075691861041265,164,4.9478121951219506e-08,164,4.435380664634149e-06,0.452758225514917,89.64327039346789,7.971910042299786e-13,1.4068076545234917e-12
PWY-6124: inosine-5'-phosphate biosynthesis II,5,8.460148e-05,403,0.00024634751364764265,1.0254196580495039,2.9118582044621752,0.005157413147196686,0.03388965890891028,164,0.00015809586341463473,164,0.00013270811646341464,0.5806310323630017,0.8394154887871027,1.060739993451336e-12,1.8650373511232285e-12
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,5,0.0001455018,403,0.0002939395650372209,0.914306577365963,2.0201782042367924,0.0291980012741357,0.08054621041140883,164,0.00015115428658536543,164,0.00021216891097560966,0.9050950931619611,1.4036579164811565,3.277419718761568e-12,5.7414652007501925e-12
PWY-621: sucrose degradation III (sucrose invertase),5,0.00010308280000000002,403,0.00024005967521091828,0.8198059544882659,2.328804370961191,0.04432509898090297,0.10303071306791049,164,0.00015284537804878033,164,0.00028120022628048784,0.9409216235027691,1.8397692483101666,3.3054565958676444e-12,5.769524240059888e-12
PWY-5189: tetrapyrrole biosynthesis II (from glycine),5,0.00011705298,403,0.00015028465674937975,0.37528108672905186,1.2839028681660196,0.5289360093210718,0.6663760747352085,164,0.00017847059146341486,164,0.00014953135182926833,0.6442924682850066,0.8378486931832753,3.629023714629858e-12,6.311345590660623e-12
